serial,age,amount,credit_history,credit_risk,duration,employment_duration,foreign_worker,housing,installment_rate,job,number_credits,other_debtors,other_installment_plans,people_liable,personal_status_sex,present_residence,property,purpose,savings,status,telephone,
779,33.0,1245.0,4.0,0.0,18.0,3.0,2.0,2.0,4.0,3.0,1.0,1.0,3.0,2.0,4.0,2.0,3.0,3.0,1.0,2.0,1.0,
242,42.0,10366.0,2.0,1.0,60.0,5.0,2.0,2.0,2.0,4.0,1.0,1.0,3.0,2.0,3.0,4.0,2.0,0.0,1.0,4.0,2.0,
269,22.0,1258.0,4.0,1.0,12.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,4.0,2.0,2.0,1.0,4.0,1.0,
589,25.0,3509.0,2.0,1.0,18.0,4.0,2.0,2.0,4.0,3.0,1.0,3.0,3.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,
184,33.0,2831.0,4.0,1.0,30.0,3.0,2.0,2.0,4.0,3.0,1.0,1.0,3.0,2.0,2.0,2.0,3.0,3.0,1.0,4.0,2.0,
877,28.0,5234.0,4.0,0.0,30.0,1.0,2.0,2.0,4.0,4.0,2.0,1.0,3.0,2.0,4.0,2.0,3.0,0.0,1.0,2.0,1.0,
643,44.0,6419.0,4.0,1.0,24.0,5.0,2.0,3.0,2.0,4.0,2.0,1.0,3.0,1.0,2.0,4.0,4.0,1.0,1.0,1.0,2.0,
162,36.0,1275.0,4.0,1.0,24.0,3.0,2.0,2.0,2.0,3.0,2.0,1.0,3.0,2.0,1.0,4.0,1.0,9.0,4.0,3.0,2.0,
296,30.0,8133.0,2.0,1.0,36.0,3.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0,1.0,
79,30.0,1602.0,4.0,1.0,21.0,5.0,2.0,2.0,4.0,3.0,2.0,1.0,3.0,2.0,4.0,3.0,3.0,0.0,1.0,1.0,2.0,
809,39.0,3345.0,2.0,0.0,24.0,5.0,2.0,1.0,4.0,4.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,
553,27.0,1101.0,2.0,1.0,12.0,3.0,2.0,2.0,3.0,3.0,2.0,1.0,3.0,2.0,4.0,2.0,1.0,0.0,1.0,4.0,2.0,
801,35.0,1381.0,2.0,0.0,24.0,3.0,2.0,2.0,4.0,3.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,0.0,5.0,1.0,1.0,
602,30.0,2028.0,4.0,1.0,24.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,3.0,2.0,2.0,2.0,1.0,4.0,1.0,
461,60.0,6468.0,2.0,1.0,20.0,1.0,2.0,2.0,1.0,4.0,1.0,1.0,3.0,2.0,1.0,4.0,1.0,1.0,5.0,2.0,2.0,
691,21.0,10144.0,2.0,1.0,60.0,4.0,2.0,2.0,2.0,3.0,1.0,1.0,3.0,2.0,2.0,4.0,1.0,3.0,2.0,4.0,2.0,
456,27.0,7418.0,3.0,1.0,60.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,2.0,3.0,1.0,1.0,3.0,5.0,2.0,1.0,
972,42.0,8318.0,0.0,0.0,27.0,5.0,2.0,3.0,2.0,4.0,2.0,1.0,2.0,2.0,2.0,4.0,4.0,9.0,1.0,2.0,2.0,
259,52.0,2315.0,2.0,1.0,10.0,5.0,2.0,2.0,3.0,2.0,1.0,1.0,3.0,2.0,3.0,4.0,1.0,3.0,1.0,1.0,1.0,
90,42.0,1965.0,3.0,1.0,24.0,3.0,2.0,1.0,4.0,3.0,2.0,1.0,3.0,2.0,2.0,4.0,3.0,0.0,5.0,2.0,2.0,
75,37.0,3399.0,2.0,1.0,12.0,5.0,2.0,2.0,2.0,4.0,1.0,1.0,3.0,2.0,3.0,3.0,3.0,3.0,5.0,3.0,1.0,
939,23.0,1246.0,2.0,0.0,24.0,2.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,0.0,1.0,2.0,1.0,
231,36.0,1278.0,2.0,1.0,24.0,5.0,2.0,2.0,4.0,4.0,1.0,1.0,3.0,2.0,3.0,1.0,1.0,3.0,1.0,4.0,2.0,
396,25.0,1206.0,2.0,1.0,9.0,5.0,2.0,2.0,4.0,3.0,1.0,1.0,3.0,2.0,2.0,4.0,1.0,3.0,1.0,2.0,1.0,
476,27.0,937.0,2.0,1.0,24.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,3.0,2.0,4.0,3.0,3.0,8.0,1.0,4.0,1.0,
251,43.0,2899.0,3.0,1.0,18.0,5.0,2.0,2.0,4.0,3.0,1.0,1.0,3.0,1.0,3.0,4.0,3.0,0.0,5.0,2.0,1.0,
832,26.0,4463.0,3.0,0.0,36.0,3.0,2.0,2.0,4.0,4.0,2.0,1.0,3.0,2.0,3.0,2.0,3.0,3.0,1.0,4.0,2.0,
28,37.0,1154.0,4.0,1.0,9.0,5.0,2.0,2.0,2.0,2.0,3.0,1.0,3.0,2.0,3.0,4.0,1.0,3.0,1.0,2.0,1.0,
867,25.0,1295.0,2.0,0.0,12.0,2.0,2.0,1.0,3.0,3.0,1.0,1.0,3.0,2.0,2.0,1.0,3.0,0.0,1.0,2.0,1.0,
30,56.0,4796.0,4.0,1.0,42.0,5.0,2.0,3.0,4.0,3.0,1.0,1.0,3.0,2.0,3.0,4.0,4.0,1.0,1.0,3.0,1.0,
685,24.0,2214.0,2.0,1.0,12.0,3.0,2.0,2.0,4.0,2.0,1.0,1.0,3.0,2.0,3.0,3.0,2.0,3.0,1.0,1.0,1.0,
520,23.0,7127.0,4.0,0.0,36.0,2.0,2.0,1.0,2.0,3.0,2.0,1.0,3.0,2.0,2.0,4.0,2.0,2.0,1.0,4.0,2.0,
961,68.0,6761.0,2.0,0.0,18.0,3.0,2.0,1.0,2.0,3.0,2.0,1.0,2.0,2.0,3.0,4.0,3.0,0.0,5.0,4.0,1.0,
246,23.0,3488.0,2.0,1.0,24.0,4.0,2.0,2.0,3.0,3.0,1.0,1.0,3.0,2.0,2.0,4.0,3.0,1.0,2.0,4.0,1.0,
509,33.0,5150.0,4.0,1.0,24.0,5.0,2.0,2.0,4.0,3.0,1.0,1.0,3.0,2.0,3.0,4.0,3.0,2.0,1.0,4.0,2.0,
514,22.0,3832.0,2.0,1.0,30.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,3.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,
709,37.0,7685.0,1.0,0.0,48.0,4.0,2.0,1.0,2.0,3.0,1.0,3.0,3.0,2.0,2.0,4.0,3.0,9.0,1.0,1.0,1.0,
663,20.0,585.0,3.0,1.0,12.0,3.0,2.0,1.0,4.0,3.0,2.0,2.0,3.0,2.0,4.0,4.0,1.0,3.0,1.0,2.0,1.0,
391,33.0,3029.0,2.0,1.0,15.0,4.0,2.0,2.0,2.0,3.0,1.0,1.0,3.0,2.0,3.0,2.0,3.0,1.0,1.0,4.0,1.0,
281,29.0,683.0,3.0,1.0,6.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,3.0,1.0,3.0,1.0,
676,28.0,1323.0,4.0,1.0,6.0,5.0,2.0,2.0,2.0,3.0,2.0,1.0,3.0,1.0,1.0,4.0,3.0,0.0,2.0,3.0,2.0,
241,47.0,1316.0,4.0,1.0,15.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,4.0,2.0,2.0,3.0,3.0,4.0,1.0,
86,31.0,3651.0,2.0,1.0,12.0,3.0,2.0,2.0,1.0,3.0,1.0,1.0,3.0,1.0,3.0,3.0,2.0,0.0,4.0,1.0,1.0,
561,44.0,3485.0,4.0,1.0,20.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,3.0,2.0,1.0,4.0,1.0,0.0,5.0,4.0,2.0,
993,51.0,7511.0,2.0,0.0,18.0,5.0,2.0,3.0,1.0,3.0,1.0,1.0,3.0,1.0,3.0,4.0,2.0,1.0,5.0,1.0,2.0,
482,40.0,3001.0,2.0,1.0,18.0,4.0,2.0,1.0,2.0,3.0,1.0,1.0,3.0,2.0,2.0,4.0,1.0,2.0,1.0,2.0,1.0,
706,36.0,1262.0,2.0,1.0,15.0,4.0,2.0,2.0,4.0,3.0,2.0,1.0,3.0,2.0,3.0,3.0,2.0,4.0,3.0,4.0,2.0,
42,58.0,1755.0,2.0,1.0,24.0,5.0,2.0,2.0,4.0,2.0,1.0,3.0,3.0,2.0,2.0,4.0,1.0,10.0,1.0,1.0,2.0,
662,29.0,1103.0,2.0,1.0,12.0,4.0,2.0,2.0,4.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,1.0,3.0,1.0,2.0,1.0,
755,23.0,14555.0,2.0,0.0,6.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,0.0,5.0,2.0,2.0,
820,19.0,1980.0,2.0,0.0,9.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,1.0,4.0,1.0,
992,44.0,12579.0,2.0,0.0,24.0,5.0,2.0,3.0,4.0,4.0,1.0,1.0,3.0,2.0,2.0,2.0,4.0,1.0,1.0,2.0,2.0,
576,48.0,12204.0,0.0,1.0,48.0,3.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,3.0,2.0,3.0,9.0,5.0,2.0,2.0,
337,48.0,1288.0,4.0,1.0,9.0,5.0,1.0,2.0,3.0,3.0,2.0,3.0,3.0,1.0,3.0,4.0,1.0,5.0,2.0,1.0,1.0,
628,46.0,1582.0,4.0,1.0,18.0,5.0,2.0,2.0,4.0,3.0,2.0,1.0,3.0,2.0,3.0,4.0,3.0,3.0,4.0,4.0,1.0,
531,42.0,1503.0,4.0,1.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0,3.0,1.0,1.0,3.0,1.0,4.0,1.0,
201,30.0,2333.0,2.0,1.0,30.0,5.0,2.0,2.0,4.0,4.0,1.0,1.0,1.0,2.0,3.0,2.0,3.0,3.0,3.0,4.0,1.0,
922,46.0,697.0,1.0,0.0,12.0,2.0,2.0,2.0,4.0,3.0,2.0,1.0,1.0,2.0,3.0,2.0,3.0,0.0,1.0,1.0,2.0,
368,31.0,1410.0,0.0,1.0,12.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0,3.0,2.0,1.0,8.0,1.0,2.0,2.0,
50,26.0,1382.0,4.0,1.0,24.0,4.0,2.0,2.0,4.0,3.0,2.0,1.0,3.0,2.0,3.0,1.0,1.0,9.0,2.0,1.0,2.0,
847,30.0,1919.0,3.0,0.0,30.0,2.0,2.0,2.0,4.0,4.0,2.0,1.0,2.0,2.0,3.0,3.0,4.0,3.0,2.0,2.0,1.0,
778,44.0,3384.0,4.0,0.0,6.0,3.0,2.0,1.0,1.0,4.0,1.0,1.0,3.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,
167,25.0,5771.0,4.0,1.0,30.0,4.0,2.0,2.0,4.0,3.0,2.0,1.0,3.0,2.0,2.0,2.0,3.0,3.0,1.0,4.0,1.0,
728,39.0,1884.0,2.0,1.0,12.0,5.0,2.0,2.0,4.0,4.0,1.0,1.0,3.0,2.0,3.0,4.0,3.0,0.0,1.0,4.0,2.0,
878,31.0,6758.0,2.0,0.0,48.0,3.0,2.0,2.0,3.0,3.0,1.0,1.0,3.0,2.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,
308,26.0,783.0,1.0,1.0,6.0,3.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,1.0,3.0,2.0,1.0,0.0,5.0,4.0,1.0,
492,42.0,3331.0,4.0,1.0,12.0,5.0,2.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,3.0,4.0,2.0,2.0,1.0,4.0,1.0,
208,23.0,1444.0,2.0,1.0,15.0,2.0,2.0,2.0,4.0,3.0,1.0,1.0,3.0,2.0,3.0,1.0,2.0,3.0,5.0,2.0,1.0,
983,30.0,5096.0,4.0,0.0,48.0,3.0,2.0,2.0,2.0,4.0,1.0,1.0,3.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,2.0,
686,40.0,1585.0,4.0,1.0,24.0,4.0,2.0,2.0,4.0,3.0,2.0,1.0,3.0,2.0,3.0,3.0,2.0,2.0,1.0,4.0,1.0,
454,24.0,5743.0,4.0,1.0,24.0,2.0,2.0,3.0,2.0,3.0,2.0,1.0,3.0,2.0,2.0,4.0,4.0,6.0,1.0,2.0,2.0,
537,37.0,3380.0,4.0,1.0,4.0,4.0,2.0,2.0,1.0,3.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,0.0,1.0,4.0,1.0,
52,23.0,3919.0,2.0,1.0,36.0,3.0,2.0,2.0,2.0,3.0,1.0,1.0,3.0,2.0,3.0,2.0,1.0,3.0,1.0,3.0,2.0,
366,34.0,2759.0,0.0,1.0,12.0,5.0,2.0,2.0,2.0,3.0,2.0,1.0,3.0,2.0,3.0,4.0,2.0,2.0,1.0,4.0,1.0,
845,39.0,11938.0,4.0,0.0,24.0,3.0,2.0,2.0,2.0,4.0,2.0,2.0,3.0,1.0,3.0,3.0,3.0,10.0,1.0,2.0,2.0,
412,32.0,2978.0,3.0,1.0,24.0,3.0,2.0,2.0,4.0,3.0,2.0,1.0,3.0,1.0,3.0,4.0,1.0,9.0,5.0,4.0,2.0,
217,31.0,2901.0,2.0,1.0,10.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,3.0,2.0,2.0,4.0,1.0,1.0,5.0,4.0,1.0,
704,57.0,3622.0,2.0,1.0,30.0,5.0,2.0,1.0,4.0,3.0,2.0,1.0,3.0,2.0,2.0,4.0,2.0,2.0,4.0,1.0,2.0,
833,27.0,7980.0,3.0,0.0,36.0,2.0,2.0,1.0,4.0,3.0,2.0,1.0,3.0,2.0,3.0,4.0,3.0,9.0,5.0,4.0,2.0,
852,24.0,626.0,1.0,0.0,12.0,3.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0,2.0,2.0,4.0,1.0,3.0,1.0,1.0,1.0,
598,65.0,571.0,4.0,1.0,21.0,5.0,2.0,2.0,4.0,3.0,2.0,1.0,3.0,2.0,3.0,4.0,1.0,0.0,1.0,1.0,1.0,
880,40.0,1358.0,1.0,0.0,24.0,5.0,2.0,2.0,4.0,4.0,1.0,1.0,2.0,2.0,3.0,3.0,3.0,10.0,5.0,1.0,2.0,
358,32.0,1231.0,4.0,1.0,10.0,5.0,1.0,2.0,3.0,2.0,2.0,1.0,3.0,1.0,3.0,4.0,1.0,0.0,1.0,4.0,1.0,
11,36.0,3905.0,4.0,1.0,11.0,3.0,2.0,1.0,2.0,3.0,2.0,1.0,3.0,1.0,3.0,2.0,1.0,0.0,1.0,1.0,1.0,
399,41.0,1503.0,3.0,1.0,12.0,3.0,2.0,1.0,4.0,3.0,1.0,1.0,3.0,2.0,4.0,4.0,1.0,1.0,1.0,4.0,1.0,
367,57.0,1258.0,2.0,1.0,24.0,3.0,2.0,2.0,3.0,2.0,1.0,1.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,
997,45.0,2303.0,2.0,0.0,24.0,5.0,2.0,2.0,4.0,3.0,1.0,2.0,3.0,2.0,3.0,1.0,1.0,0.0,1.0,1.0,1.0,
212,22.0,2828.0,1.0,1.0,24.0,3.0,2.0,2.0,4.0,3.0,1.0,1.0,2.0,2.0,3.0,4.0,1.0,2.0,3.0,1.0,2.0,
665,47.0,713.0,4.0,1.0,8.0,5.0,2.0,2.0,4.0,2.0,2.0,1.0,3.0,2.0,3.0,4.0,1.0,0.0,1.0,1.0,1.0,
603,75.0,1374.0,2.0,1.0,6.0,1.0,2.0,2.0,4.0,4.0,1.0,1.0,3.0,2.0,2.0,3.0,2.0,0.0,5.0,1.0,2.0,
546,26.0,907.0,2.0,1.0,8.0,2.0,2.0,2.0,3.0,3.0,1.0,1.0,3.0,2.0,4.0,2.0,1.0,9.0,1.0,2.0,2.0,
696,21.0,15653.0,3.0,1.0,60.0,4.0,2.0,2.0,2.0,3.0,2.0,1.0,3.0,2.0,3.0,4.0,3.0,3.0,1.0,4.0,2.0,
95,41.0,6361.0,4.0,1.0,18.0,5.0,2.0,2.0,2.0,3.0,1.0,1.0,3.0,2.0,3.0,1.0,4.0,2.0,1.0,2.0,2.0,
58,27.0,1053.0,2.0,1.0,15.0,2.0,1.0,2.0,4.0,3.0,1.0,1.0,3.0,2.0,4.0,2.0,1.0,3.0,1.0,1.0,1.0,
776,34.0,1842.0,2.0,0.0,36.0,2.0,2.0,2.0,4.0,3.0,1.0,1.0,3.0,2.0,2.0,4.0,3.0,0.0,1.0,1.0,2.0,
286,54.0,672.0,2.0,1.0,6.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,4.0,1.0,0.0,1.0,4.0,2.0,
446,50.0,1574.0,2.0,1.0,12.0,3.0,2.0,2.0,4.0,3.0,1.0,1.0,3.0,2.0,3.0,2.0,1.0,2.0,1.0,4.0,1.0,
789,36.0,4241.0,0.0,0.0,24.0,3.0,2.0,2.0,1.0,2.0,3.0,1.0,3.0,2.0,3.0,4.0,1.0,9.0,1.0,2.0,2.0,
750,51.0,2892.0,2.0,1.0,24.0,5.0,2.0,3.0,3.0,3.0,1.0,1.0,3.0,2.0,1.0,4.0,4.0,2.0,1.0,3.0,1.0,
856,46.0,3931.0,2.0,0.0,48.0,4.0,2.0,3.0,4.0,3.0,1.0,1.0,3.0,1.0,3.0,4.0,4.0,0.0,1.0,1.0,1.0,
310,39.0,9436.0,0.0,1.0,54.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,3.0,2.0,2.0,1.0,5.0,4.0,1.0,
916,22.0,2462.0,2.0,0.0,18.0,3.0,2.0,2.0,2.0,3.0,1.0,1.0,3.0,2.0,3.0,2.0,3.0,2.0,1.0,1.0,1.0,
230,30.0,3566.0,1.0,1.0,48.0,4.0,2.0,2.0,4.0,3.0,1.0,1.0,3.0,2.0,3.0,2.0,3.0,9.0,2.0,2.0,1.0,
700,57.0,1231.0,4.0,1.0,24.0,5.0,2.0,1.0,4.0,4.0,2.0,1.0,3.0,2.0,2.0,4.0,2.0,3.0,4.0,1.0,2.0,
219,35.0,10722.0,2.0,1.0,47.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,2.0,
889,35.0,2439.0,2.0,0.0,24.0,2.0,2.0,2.0,4.0,3.0,1.0,1.0,3.0,2.0,2.0,4.0,1.0,3.0,1.0,1.0,2.0,
426,52.0,717.0,4.0,1.0,12.0,5.0,2.0,2.0,4.0,3.0,3.0,1.0,3.0,2.0,3.0,4.0,1.0,3.0,1.0,4.0,1.0,
171,24.0,5848.0,2.0,1.0,36.0,3.0,2.0,2.0,4.0,3.0,1.0,1.0,3.0,2.0,3.0,1.0,3.0,3.0,1.0,3.0,1.0,
121,30.0,4795.0,2.0,1.0,36.0,2.0,2.0,2.0,4.0,4.0,1.0,1.0,3.0,2.0,2.0,1.0,4.0,3.0,1.0,2.0,2.0,
113,36.0,2366.0,4.0,1.0,12.0,4.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,2.0,1.0,3.0,3.0,0.0,3.0,2.0,2.0,
397,33.0,6403.0,3.0,1.0,24.0,2.0,2.0,2.0,1.0,3.0,1.0,1.0,3.0,2.0,3.0,2.0,3.0,3.0,1.0,2.0,1.0,
110,61.0,2012.0,4.0,1.0,12.0,4.0,2.0,2.0,4.0,3.0,1.0,1.0,3.0,2.0,2.0,2.0,3.0,6.0,5.0,4.0,1.0,
463,23.0,3812.0,2.0,1.0,15.0,2.0,2.0,2.0,1.0,3.0,1.0,1.0,3.0,2.0,2.0,4.0,3.0,1.0,2.0,4.0,2.0,
633,28.0,4169.0,2.0,1.0,24.0,3.0,2.0,2.0,4.0,3.0,1.0,1.0,3.0,2.0,3.0,4.0,2.0,2.0,1.0,1.0,1.0,
618,30.0,2249.0,2.0,1.0,18.0,4.0,2.0,2.0,4.0,4.0,1.0,1.0,3.0,1.0,3.0,3.0,3.0,0.0,2.0,1.0,2.0,
328,46.0,1343.0,4.0,1.0,6.0,5.0,1.0,2.0,1.0,3.0,2.0,1.0,3.0,1.0,3.0,4.0,1.0,0.0,1.0,3.0,1.0,
289,51.0,2507.0,2.0,1.0,9.0,5.0,2.0,3.0,2.0,2.0,1.0,1.0,3.0,2.0,3.0,4.0,4.0,0.0,3.0,4.0,1.0,
290,33.0,1478.0,3.0,1.0,15.0,3.0,2.0,2.0,4.0,3.0,2.0,1.0,1.0,2.0,4.0,3.0,1.0,3.0,1.0,4.0,1.0,
802,32.0,1285.0,2.0,0.0,24.0,4.0,2.0,1.0,4.0,3.0,1.0,1.0,3.0,2.0,2.0,4.0,4.0,0.0,5.0,1.0,1.0,
906,24.0,2124.0,4.0,0.0,18.0,3.0,2.0,1.0,4.0,3.0,2.0,1.0,3.0,2.0,2.0,4.0,1.0,2.0,1.0,1.0,1.0,
346,38.0,1924.0,2.0,1.0,10.0,3.0,1.0,2.0,1.0,3.0,1.0,1.0,3.0,2.0,3.0,4.0,2.0,3.0,1.0,4.0,2.0,
733,23.0,3368.0,4.0,1.0,15.0,5.0,2.0,1.0,3.0,3.0,2.0,1.0,3.0,2.0,3.0,4.0,4.0,1.0,4.0,4.0,2.0,
775,24.0,2145.0,3.0,0.0,36.0,4.0,2.0,2.0,2.0,3.0,2.0,1.0,3.0,2.0,3.0,1.0,3.0,9.0,1.0,1.0,2.0,
624,29.0,3590.0,2.0,1.0,12.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,
564,47.0,1377.0,2.0,1.0,24.0,5.0,2.0,3.0,4.0,3.0,1.0,1.0,3.0,2.0,2.0,2.0,4.0,3.0,2.0,3.0,2.0,
343,38.0,3229.0,4.0,1.0,18.0,1.0,2.0,2.0,2.0,4.0,1.0,1.0,3.0,2.0,3.0,4.0,4.0,1.0,5.0,4.0,2.0,
276,35.0,3447.0,1.0,1.0,12.0,3.0,2.0,2.0,4.0,2.0,1.0,1.0,3.0,1.0,2.0,3.0,1.0,8.0,3.0,4.0,1.0,
838,43.0,4057.0,2.0,0.0,24.0,4.0,2.0,2.0,3.0,3.0,1.0,1.0,3.0,2.0,1.0,3.0,3.0,2.0,1.0,2.0,2.0,
498,43.0,4042.0,4.0,1.0,24.0,4.0,2.0,2.0,3.0,3.0,2.0,1.0,3.0,2.0,3.0,4.0,2.0,1.0,5.0,4.0,2.0,
364,26.0,1388.0,2.0,1.0,9.0,3.0,2.0,1.0,4.0,3.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,4.0,1.0,
117,35.0,1919.0,4.0,1.0,9.0,4.0,2.0,1.0,4.0,3.0,1.0,1.0,3.0,2.0,3.0,3.0,3.0,2.0,1.0,2.0,2.0,
987,45.0,8978.0,2.0,0.0,14.0,5.0,1.0,2.0,1.0,4.0,1.0,1.0,3.0,2.0,1.0,4.0,2.0,0.0,1.0,1.0,2.0,
919,24.0,4605.0,0.0,0.0,48.0,5.0,2.0,3.0,3.0,3.0,2.0,1.0,3.0,1.0,3.0,4.0,4.0,1.0,1.0,1.0,1.0,
287,52.0,338.0,4.0,1.0,6.0,5.0,2.0,2.0,4.0,3.0,2.0,1.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,1.0,1.0,
301,45.0,339.0,1.0,1.0,12.0,5.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0,2.0,4.0,1.0,3.0,8.0,1.0,1.0,1.0,
953,39.0,1188.0,2.0,0.0,21.0,5.0,2.0,2.0,2.0,3.0,1.0,1.0,3.0,1.0,2.0,4.0,2.0,9.0,1.0,2.0,1.0,
175,31.0,1963.0,2.0,1.0,12.0,4.0,2.0,1.0,4.0,4.0,2.0,1.0,3.0,1.0,3.0,2.0,3.0,3.0,1.0,4.0,2.0,
917,20.0,1282.0,2.0,0.0,12.0,3.0,2.0,1.0,2.0,3.0,1.0,1.0,3.0,2.0,2.0,4.0,3.0,2.0,1.0,1.0,1.0,
829,30.0,639.0,2.0,0.0,12.0,3.0,2.0,2.0,4.0,3.0,1.0,1.0,3.0,2.0,3.0,2.0,3.0,5.0,1.0,2.0,1.0,
65,43.0,1344.0,3.0,1.0,12.0,3.0,2.0,2.0,4.0,2.0,2.0,1.0,3.0,1.0,3.0,2.0,1.0,0.0,1.0,1.0,1.0,
330,33.0,6070.0,4.0,1.0,18.0,5.0,2.0,2.0,3.0,3.0,2.0,1.0,3.0,2.0,3.0,4.0,3.0,3.0,1.0,4.0,2.0,
813,23.0,1943.0,2.0,0.0,18.0,2.0,2.0,2.0,4.0,3.0,1.0,1.0,3.0,2.0,2.0,4.0,1.0,5.0,1.0,4.0,1.0,
239,23.0,601.0,2.0,1.0,4.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,3.0,1.0,2.0,1.0,4.0,1.0,
327,35.0,1418.0,2.0,1.0,10.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0,3.0,2.0,3.0,2.0,1.0,0.0,2.0,4.0,1.0,
26,51.0,4771.0,3.0,1.0,11.0,4.0,2.0,2.0,2.0,3.0,1.0,1.0,3.0,2.0,3.0,4.0,2.0,3.0,1.0,2.0,1.0,
915,23.0,4110.0,0.0,0.0,24.0,5.0,2.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,3.0,4.0,4.0,2.0,1.0,1.0,1.0,
226,43.0,1516.0,4.0,1.0,24.0,3.0,2.0,2.0,4.0,2.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,3.0,4.0,4.0,1.0,
195,25.0,1262.0,2.0,1.0,12.0,3.0,2.0,2.0,3.0,3.0,1.0,1.0,3.0,2.0,3.0,2.0,3.0,3.0,1.0,4.0,1.0,
481,48.0,5190.0,2.0,1.0,27.0,5.0,2.0,2.0,4.0,3.0,4.0,1.0,3.0,1.0,3.0,4.0,2.0,5.0,5.0,4.0,2.0,
668,23.0,882.0,4.0,1.0,13.0,2.0,2.0,2.0,4.0,3.0,2.0,3.0,3.0,2.0,3.0,4.0,1.0,3.0,1.0,2.0,1.0,
948,53.0,7485.0,1.0,0.0,30.0,1.0,2.0,2.0,4.0,4.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,5.0,4.0,2.0,
373,29.0,7758.0,4.0,1.0,24.0,5.0,2.0,1.0,2.0,3.0,1.0,1.0,3.0,2.0,2.0,4.0,4.0,1.0,4.0,2.0,1.0,
99,25.0,2136.0,2.0,1.0,9.0,3.0,2.0,2.0,3.0,3.0,1.0,1.0,3.0,2.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,
669,25.0,866.0,2.0,1.0,18.0,3.0,2.0,2.0,4.0,2.0,1.0,3.0,3.0,2.0,4.0,2.0,1.0,3.0,1.0,2.0,1.0,
695,24.0,1768.0,2.0,1.0,12.0,3.0,2.0,1.0,3.0,2.0,1.0,1.0,3.0,2.0,3.0,2.0,1.0,2.0,1.0,4.0,1.0,
881,25.0,2473.0,2.0,0.0,18.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,3.0,2.0,3.0,1.0,3.0,2.0,1.0,1.0,1.0,
31,47.0,3017.0,4.0,1.0,30.0,5.0,2.0,2.0,4.0,3.0,1.0,1.0,3.0,2.0,3.0,4.0,2.0,3.0,1.0,3.0,1.0,
527,40.0,701.0,2.0,1.0,12.0,3.0,2.0,2.0,4.0,2.0,1.0,1.0,3.0,2.0,4.0,2.0,1.0,3.0,1.0,1.0,1.0,
